sample_id,label,label_name,image_path,mode,width,height,array_shape,dtype,min_pixel,max_pixel,mean_pixel,std_pixel
1-5294,1,inclusion,Heat 1 images/imgs/05294.TIF,L,128,128,"(128, 128)",uint8,30.0,229.0,187.8341064453125,30.0932359579734
1-5311,1,inclusion,Heat 1 images/imgs/05311.TIF,L,128,128,"(128, 128)",uint8,36.0,229.0,190.893310546875,22.496141578396937
1-5330,1,inclusion,Heat 1 images/imgs/05330.TIF,L,128,128,"(128, 128)",uint8,2.0,233.0,184.42022705078125,34.933561852442814
1-5340,1,inclusion,Heat 1 images/imgs/05340.TIF,L,128,128,"(128, 128)",uint8,53.0,230.0,188.6075439453125,21.970373155786728
1-5341,1,inclusion,Heat 1 images/imgs/05341.TIF,L,128,128,"(128, 128)",uint8,61.0,235.0,191.9259033203125,18.489753230527693
1-5355,1,inclusion,Heat 1 images/imgs/05355.TIF,L,128,128,"(128, 128)",uint8,9.0,228.0,191.60357666015625,22.26545810026224
1-5357,1,inclusion,Heat 1 images/imgs/05357.TIF,L,128,128,"(128, 128)",uint8,36.0,220.0,186.7325439453125,21.69929435400921
1-5358,1,inclusion,Heat 1 images/imgs/05358.TIF,L,128,128,"(128, 128)",uint8,18.0,229.0,188.7015380859375,31.125841755333166
1-5382,1,inclusion,Heat 1 images/imgs/05382.TIF,L,128,128,"(128, 128)",uint8,68.0,231.0,191.95574951171875,16.70911835294035
1-5387,1,inclusion,Heat 1 images/imgs/05387.TIF,L,128,128,"(128, 128)",uint8,76.0,227.0,191.51190185546875,17.272325621330612
1-5416,1,inclusion,Heat 1 images/imgs/05416.TIF,L,128,128,"(128, 128)",uint8,42.0,230.0,194.34979248046875,19.22703762379982
1-5427,1,inclusion,Heat 1 images/imgs/05427.TIF,L,128,128,"(128, 128)",uint8,23.0,230.0,190.77020263671875,20.611909631572477
1-5430,0,non-inclusion,Heat 1 images/imgs/05430.TIF,L,128,128,"(128, 128)",uint8,36.0,229.0,191.0633544921875,23.22602016221262
1-5435,1,inclusion,Heat 1 images/imgs/05435.TIF,L,128,128,"(128, 128)",uint8,17.0,230.0,184.19232177734375,37.2691109759735
1-5446,1,inclusion,Heat 1 images/imgs/05446.TIF,L,128,128,"(128, 128)",uint8,55.0,229.0,192.08056640625,18.51696601872345
1-5449,1,inclusion,Heat 1 images/imgs/05449.TIF,L,128,128,"(128, 128)",uint8,21.0,229.0,181.4112548828125,39.668283183299295
1-5456,1,inclusion,Heat 1 images/imgs/05456.TIF,L,128,128,"(128, 128)",uint8,30.0,228.0,186.18988037109375,27.23635414200255
1-5495,1,inclusion,Heat 1 images/imgs/05495.TIF,L,128,128,"(128, 128)",uint8,21.0,230.0,192.29388427734375,20.772739603740558
1-5510,1,inclusion,Heat 1 images/imgs/05510.TIF,L,128,128,"(128, 128)",uint8,17.0,227.0,186.84136962890625,27.629858876622684
1-5546,1,inclusion,Heat 1 images/imgs/05546.TIF,L,128,128,"(128, 128)",uint8,23.0,227.0,186.04290771484375,28.908035033436864
1-5559,1,inclusion,Heat 1 images/imgs/05559.TIF,L,128,128,"(128, 128)",uint8,30.0,223.0,189.885498046875,17.43311575837544
1-5563,1,inclusion,Heat 1 images/imgs/05563.TIF,L,128,128,"(128, 128)",uint8,33.0,233.0,188.369384765625,24.74544781788004
1-5565,1,inclusion,Heat 1 images/imgs/05565.TIF,L,128,128,"(128, 128)",uint8,35.0,233.0,186.927001953125,28.63279938430798
1-5573,1,inclusion,Heat 1 images/imgs/05573.TIF,L,128,128,"(128, 128)",uint8,65.0,223.0,184.3271484375,24.235365374537707
1-5604,1,inclusion,Heat 1 images/imgs/05604.TIF,L,128,128,"(128, 128)",uint8,22.0,230.0,185.76129150390625,27.62708717002186
1-5650,1,inclusion,Heat 1 images/imgs/05650.TIF,L,128,128,"(128, 128)",uint8,44.0,225.0,191.8885498046875,18.32199734380684
1-5651,1,inclusion,Heat 1 images/imgs/05651.TIF,L,128,128,"(128, 128)",uint8,8.0,229.0,186.6571044921875,30.218466839011032
1-5652,1,inclusion,Heat 1 images/imgs/05652.TIF,L,128,128,"(128, 128)",uint8,24.0,228.0,182.80694580078125,36.95839547639271
1-5671,1,inclusion,Heat 1 images/imgs/05671.TIF,L,128,128,"(128, 128)",uint8,19.0,228.0,190.64044189453125,17.834157686056706
1-5673,1,inclusion,Heat 1 images/imgs/05673.TIF,L,128,128,"(128, 128)",uint8,19.0,228.0,179.06488037109375,40.26420013498471
1-5684,1,inclusion,Heat 1 images/imgs/05684.TIF,L,128,128,"(128, 128)",uint8,27.0,229.0,190.4639892578125,24.835290857496457
1-5688,1,inclusion,Heat 1 images/imgs/05688.TIF,L,128,128,"(128, 128)",uint8,26.0,225.0,190.01336669921875,24.856976226647788
1-5700,1,inclusion,Heat 1 images/imgs/05700.TIF,L,128,128,"(128, 128)",uint8,51.0,227.0,183.886474609375,24.573948760604356
1-5701,1,inclusion,Heat 1 images/imgs/05701.TIF,L,128,128,"(128, 128)",uint8,37.0,228.0,193.11077880859375,17.192456558858098
1-5702,1,inclusion,Heat 1 images/imgs/05702.TIF,L,128,128,"(128, 128)",uint8,40.0,226.0,186.8101806640625,21.799974104651003
1-5726,1,inclusion,Heat 1 images/imgs/05726.TIF,L,128,128,"(128, 128)",uint8,25.0,233.0,186.6929931640625,32.10111830773774
1-5735,1,inclusion,Heat 1 images/imgs/05735.TIF,L,128,128,"(128, 128)",uint8,47.0,227.0,187.338134765625,23.136526811258605
1-5774,1,inclusion,Heat 1 images/imgs/05774.TIF,L,128,128,"(128, 128)",uint8,24.0,227.0,183.52008056640625,33.23930142573476
1-5799,1,inclusion,Heat 1 images/imgs/05799.TIF,L,128,128,"(128, 128)",uint8,60.0,229.0,189.82440185546875,18.51485659688878
1-5800,1,inclusion,Heat 1 images/imgs/05800.TIF,L,128,128,"(128, 128)",uint8,12.0,224.0,182.7232666015625,37.237554360604854
1-5812,1,inclusion,Heat 1 images/imgs/05812.TIF,L,128,128,"(128, 128)",uint8,24.0,229.0,187.39404296875,29.11671067429048
1-5840,1,inclusion,Heat 1 images/imgs/05840.TIF,L,128,128,"(128, 128)",uint8,26.0,225.0,176.99652099609375,37.7819533783012
1-5843,1,inclusion,Heat 1 images/imgs/05843.TIF,L,128,128,"(128, 128)",uint8,38.0,223.0,184.47088623046875,22.950638736297705
1-5847,1,inclusion,Heat 1 images/imgs/05847.TIF,L,128,128,"(128, 128)",uint8,47.0,224.0,183.7703857421875,24.176907139169945
1-5859,1,inclusion,Heat 1 images/imgs/05859.TIF,L,128,128,"(128, 128)",uint8,35.0,223.0,189.43902587890625,22.81688084922667
1-5872,1,inclusion,Heat 1 images/imgs/05872.TIF,L,128,128,"(128, 128)",uint8,37.0,225.0,191.70819091796875,20.26783530011562
1-5905,1,inclusion,Heat 1 images/imgs/05905.TIF,L,128,128,"(128, 128)",uint8,59.0,223.0,184.46630859375,21.62306005673734
1-5913,1,inclusion,Heat 1 images/imgs/05913.TIF,L,128,128,"(128, 128)",uint8,27.0,230.0,191.26043701171875,16.92426928480653
1-5930,1,inclusion,Heat 1 images/imgs/05930.TIF,L,128,128,"(128, 128)",uint8,35.0,227.0,187.45916748046875,18.543255825544733
1-5972,1,inclusion,Heat 1 images/imgs/05972.TIF,L,128,128,"(128, 128)",uint8,38.0,223.0,187.73516845703125,21.18977549303567
1-5977,1,inclusion,Heat 1 images/imgs/05977.TIF,L,128,128,"(128, 128)",uint8,30.0,223.0,181.25341796875,27.69598995181865
1-5981,1,inclusion,Heat 1 images/imgs/05981.TIF,L,128,128,"(128, 128)",uint8,56.0,247.0,201.78125,21.437309242044872
1-5984,1,inclusion,Heat 1 images/imgs/05984.TIF,L,128,128,"(128, 128)",uint8,49.0,239.0,203.5203857421875,20.78750374529318
1-5986,1,inclusion,Heat 1 images/imgs/05986.TIF,L,128,128,"(128, 128)",uint8,35.0,244.0,203.80059814453125,20.96875808340093
1-5989,1,inclusion,Heat 1 images/imgs/05989.TIF,L,128,128,"(128, 128)",uint8,42.0,238.0,199.11993408203125,23.13330896114407
1-5991,1,inclusion,Heat 1 images/imgs/05991.TIF,L,128,128,"(128, 128)",uint8,38.0,239.0,202.03460693359375,18.94292249400956
1-5992,1,inclusion,Heat 1 images/imgs/05992.TIF,L,128,128,"(128, 128)",uint8,44.0,240.0,201.21148681640625,23.779132777515354
1-5993,1,inclusion,Heat 1 images/imgs/05993.TIF,L,128,128,"(128, 128)",uint8,15.0,244.0,197.9122314453125,32.87163364717265
1-5994,1,inclusion,Heat 1 images/imgs/05994.TIF,L,128,128,"(128, 128)",uint8,49.0,243.0,194.24945068359375,31.571836388935882
1-5995,1,inclusion,Heat 1 images/imgs/05995.TIF,L,128,128,"(128, 128)",uint8,71.0,248.0,195.46380615234375,31.945403767073117
1-5997,1,inclusion,Heat 1 images/imgs/05997.TIF,L,128,128,"(128, 128)",uint8,28.0,243.0,201.1761474609375,29.10160931039412
1-5998,1,inclusion,Heat 1 images/imgs/05998.TIF,L,128,128,"(128, 128)",uint8,22.0,243.0,183.05389404296875,47.465225122403176
1-6000,1,inclusion,Heat 1 images/imgs/06000.TIF,L,128,128,"(128, 128)",uint8,11.0,237.0,200.43341064453125,21.883448913860693
1-6003,1,inclusion,Heat 1 images/imgs/06003.TIF,L,128,128,"(128, 128)",uint8,66.0,242.0,201.297607421875,17.455116245466755
1-6005,1,inclusion,Heat 1 images/imgs/06005.TIF,L,128,128,"(128, 128)",uint8,74.0,249.0,204.192626953125,20.421304251145845
1-6006,1,inclusion,Heat 1 images/imgs/06006.TIF,L,128,128,"(128, 128)",uint8,82.0,243.0,202.96148681640625,21.330455313086865
1-6008,1,inclusion,Heat 1 images/imgs/06008.TIF,L,128,128,"(128, 128)",uint8,9.0,245.0,187.360595703125,50.22080493264358
1-6010,1,inclusion,Heat 1 images/imgs/06010.TIF,L,128,128,"(128, 128)",uint8,0.0,237.0,180.22650146484375,58.13843534505878
1-6021,1,inclusion,Heat 1 images/imgs/06021.TIF,L,128,128,"(128, 128)",uint8,75.0,242.0,203.84942626953125,19.961641582810742
1-6023,1,inclusion,Heat 1 images/imgs/06023.TIF,L,128,128,"(128, 128)",uint8,37.0,242.0,199.3623046875,27.769626979472385
1-6027,1,inclusion,Heat 1 images/imgs/06027.TIF,L,128,128,"(128, 128)",uint8,31.0,241.0,202.01190185546875,26.596979780484336
1-6028,1,inclusion,Heat 1 images/imgs/06028.TIF,L,128,128,"(128, 128)",uint8,37.0,241.0,202.59197998046875,22.231170417247334
1-6033,1,inclusion,Heat 1 images/imgs/06033.TIF,L,128,128,"(128, 128)",uint8,23.0,240.0,198.50018310546875,27.772816667914643
1-6040,1,inclusion,Heat 1 images/imgs/06040.TIF,L,128,128,"(128, 128)",uint8,42.0,241.0,203.751220703125,18.615585877763394
1-6041,1,inclusion,Heat 1 images/imgs/06041.TIF,L,128,128,"(128, 128)",uint8,42.0,242.0,201.397705078125,27.087144786818776
1-6044,1,inclusion,Heat 1 images/imgs/06044.TIF,L,128,128,"(128, 128)",uint8,57.0,245.0,198.53753662109375,22.144978669212787
1-6045,1,inclusion,Heat 1 images/imgs/06045.TIF,L,128,128,"(128, 128)",uint8,53.0,245.0,205.8485107421875,17.277664784884266
1-6046,1,inclusion,Heat 1 images/imgs/06046.TIF,L,128,128,"(128, 128)",uint8,96.0,244.0,197.463134765625,27.372007423069228
1-6047,1,inclusion,Heat 1 images/imgs/06047.TIF,L,128,128,"(128, 128)",uint8,92.0,243.0,204.84735107421875,17.84888899741876
1-6048,1,inclusion,Heat 1 images/imgs/06048.TIF,L,128,128,"(128, 128)",uint8,36.0,244.0,202.4998779296875,22.96541217211437
1-6049,1,inclusion,Heat 1 images/imgs/06049.TIF,L,128,128,"(128, 128)",uint8,58.0,240.0,204.79595947265625,19.90554614587465
1-6051,1,inclusion,Heat 1 images/imgs/06051.TIF,L,128,128,"(128, 128)",uint8,61.0,242.0,202.89306640625,20.141550254432754
1-6055,1,inclusion,Heat 1 images/imgs/06055.TIF,L,128,128,"(128, 128)",uint8,18.0,239.0,191.59423828125,38.309729916246106
1-6056,1,inclusion,Heat 1 images/imgs/06056.TIF,L,128,128,"(128, 128)",uint8,32.0,244.0,194.283935546875,30.634085797302173
1-6058,1,inclusion,Heat 1 images/imgs/06058.TIF,L,128,128,"(128, 128)",uint8,35.0,239.0,198.2772216796875,23.480659297194705
1-6060,1,inclusion,Heat 1 images/imgs/06060.TIF,L,128,128,"(128, 128)",uint8,74.0,239.0,203.26190185546875,16.075245693839978
1-6061,1,inclusion,Heat 1 images/imgs/06061.TIF,L,128,128,"(128, 128)",uint8,27.0,245.0,192.8055419921875,40.55503023175821
1-6062,1,inclusion,Heat 1 images/imgs/06062.TIF,L,128,128,"(128, 128)",uint8,56.0,244.0,199.7672119140625,27.169970267124338
1-6064,1,inclusion,Heat 1 images/imgs/06064.TIF,L,128,128,"(128, 128)",uint8,30.0,241.0,200.443603515625,28.64071438718708
1-6066,1,inclusion,Heat 1 images/imgs/06066.TIF,L,128,128,"(128, 128)",uint8,61.0,245.0,202.54095458984375,23.72428259063529
1-6070,1,inclusion,Heat 1 images/imgs/06070.TIF,L,128,128,"(128, 128)",uint8,38.0,240.0,203.56988525390625,19.131289147616894
1-6073,1,inclusion,Heat 1 images/imgs/06073.TIF,L,128,128,"(128, 128)",uint8,8.0,241.0,187.50177001953125,46.064075424549586
1-6075,1,inclusion,Heat 1 images/imgs/06075.TIF,L,128,128,"(128, 128)",uint8,31.0,242.0,191.96563720703125,40.66359769017758
1-6076,1,inclusion,Heat 1 images/imgs/06076.TIF,L,128,128,"(128, 128)",uint8,31.0,236.0,197.18902587890625,24.316054009563516
1-6081,1,inclusion,Heat 1 images/imgs/06081.TIF,L,128,128,"(128, 128)",uint8,29.0,241.0,202.9527587890625,22.866905152989148
1-6082,1,inclusion,Heat 1 images/imgs/06082.TIF,L,128,128,"(128, 128)",uint8,23.0,246.0,191.662109375,41.2416387695991
1-6084,1,inclusion,Heat 1 images/imgs/06084.TIF,L,128,128,"(128, 128)",uint8,68.0,245.0,202.94244384765625,19.69678712707154
1-6085,1,inclusion,Heat 1 images/imgs/06085.TIF,L,128,128,"(128, 128)",uint8,28.0,246.0,203.3402099609375,18.769283166410922
1-6086,1,inclusion,Heat 1 images/imgs/06086.TIF,L,128,128,"(128, 128)",uint8,38.0,244.0,201.52813720703125,23.460326161630416
1-6087,1,inclusion,Heat 1 images/imgs/06087.TIF,L,128,128,"(128, 128)",uint8,23.0,244.0,181.82818603515625,52.63988139483472
1-6088,1,inclusion,Heat 1 images/imgs/06088.TIF,L,128,128,"(128, 128)",uint8,31.0,238.0,194.64019775390625,32.322315102327906
1-6089,1,inclusion,Heat 1 images/imgs/06089.TIF,L,128,128,"(128, 128)",uint8,37.0,242.0,203.16217041015625,23.812466824047252
1-6090,1,inclusion,Heat 1 images/imgs/06090.TIF,L,128,128,"(128, 128)",uint8,48.0,253.0,201.23406982421875,23.50660300122572
1-6093,1,inclusion,Heat 1 images/imgs/06093.TIF,L,128,128,"(128, 128)",uint8,27.0,241.0,200.650634765625,17.23126925743059
1-6094,1,inclusion,Heat 1 images/imgs/06094.TIF,L,128,128,"(128, 128)",uint8,28.0,247.0,200.64166259765625,27.44700282243924
1-6095,1,inclusion,Heat 1 images/imgs/06095.TIF,L,128,128,"(128, 128)",uint8,7.0,242.0,187.3067626953125,46.3012531486259
1-6096,1,inclusion,Heat 1 images/imgs/06096.TIF,L,128,128,"(128, 128)",uint8,33.0,245.0,201.76318359375,26.426768507915998
1-6097,1,inclusion,Heat 1 images/imgs/06097.TIF,L,128,128,"(128, 128)",uint8,37.0,244.0,198.3946533203125,25.709787524170952
1-6099,1,inclusion,Heat 1 images/imgs/06099.TIF,L,128,128,"(128, 128)",uint8,32.0,238.0,193.656494140625,33.47027339282128
1-6101,1,inclusion,Heat 1 images/imgs/06101.TIF,L,128,128,"(128, 128)",uint8,49.0,242.0,190.70220947265625,38.71303686917181
1-6102,1,inclusion,Heat 1 images/imgs/06102.TIF,L,128,128,"(128, 128)",uint8,27.0,241.0,197.0648193359375,31.3520065243379
1-6105,1,inclusion,Heat 1 images/imgs/06105.TIF,L,128,128,"(128, 128)",uint8,37.0,248.0,202.43536376953125,23.11268616173455
1-6106,1,inclusion,Heat 1 images/imgs/06106.TIF,L,128,128,"(128, 128)",uint8,50.0,245.0,202.94378662109375,23.316933679375076
1-6107,1,inclusion,Heat 1 images/imgs/06107.TIF,L,128,128,"(128, 128)",uint8,48.0,241.0,200.73956298828125,24.810482486547308
1-6109,1,inclusion,Heat 1 images/imgs/06109.TIF,L,128,128,"(128, 128)",uint8,25.0,239.0,202.137939453125,26.15774135257494
1-6111,1,inclusion,Heat 1 images/imgs/06111.TIF,L,128,128,"(128, 128)",uint8,47.0,242.0,199.6947021484375,18.453549853787113
1-6114,1,inclusion,Heat 1 images/imgs/06114.TIF,L,128,128,"(128, 128)",uint8,50.0,240.0,202.01727294921875,19.886239745991926
1-6116,1,inclusion,Heat 1 images/imgs/06116.TIF,L,128,128,"(128, 128)",uint8,44.0,239.0,200.7427978515625,18.189265361706862
1-6117,1,inclusion,Heat 1 images/imgs/06117.TIF,L,128,128,"(128, 128)",uint8,38.0,240.0,195.95367431640625,30.265241671639735
1-6121,1,inclusion,Heat 1 images/imgs/06121.TIF,L,128,128,"(128, 128)",uint8,28.0,235.0,191.51861572265625,35.9850537297283
1-6122,1,inclusion,Heat 1 images/imgs/06122.TIF,L,128,128,"(128, 128)",uint8,40.0,243.0,204.5648193359375,19.385996063539363
1-6123,1,inclusion,Heat 1 images/imgs/06123.TIF,L,128,128,"(128, 128)",uint8,35.0,241.0,199.07537841796875,26.99142874708466
1-6127,1,inclusion,Heat 1 images/imgs/06127.TIF,L,128,128,"(128, 128)",uint8,49.0,244.0,201.52947998046875,22.35821450677025
1-6129,1,inclusion,Heat 1 images/imgs/06129.TIF,L,128,128,"(128, 128)",uint8,30.0,243.0,198.5037841796875,29.058948209313197
1-6131,1,inclusion,Heat 1 images/imgs/06131.TIF,L,128,128,"(128, 128)",uint8,25.0,239.0,190.2509765625,38.291138697579406
1-6132,1,inclusion,Heat 1 images/imgs/06132.TIF,L,128,128,"(128, 128)",uint8,30.0,238.0,201.27178955078125,21.977314743849902
1-6133,1,inclusion,Heat 1 images/imgs/06133.TIF,L,128,128,"(128, 128)",uint8,13.0,241.0,187.5731201171875,42.94273957218016
1-6136,1,inclusion,Heat 1 images/imgs/06136.TIF,L,128,128,"(128, 128)",uint8,85.0,242.0,204.5994873046875,15.917814580720748
1-6138,1,inclusion,Heat 1 images/imgs/06138.TIF,L,128,128,"(128, 128)",uint8,57.0,239.0,199.647216796875,19.82017379158872
1-6143,1,inclusion,Heat 1 images/imgs/06143.TIF,L,128,128,"(128, 128)",uint8,45.0,238.0,197.34417724609375,25.110060692485444
1-6149,1,inclusion,Heat 1 images/imgs/06149.TIF,L,128,128,"(128, 128)",uint8,69.0,243.0,200.39434814453125,24.14907204136162
1-6153,1,inclusion,Heat 1 images/imgs/06153.TIF,L,128,128,"(128, 128)",uint8,33.0,242.0,201.43084716796875,23.664535333157495
1-6154,1,inclusion,Heat 1 images/imgs/06154.TIF,L,128,128,"(128, 128)",uint8,33.0,245.0,201.3233642578125,24.357341380196996
1-6155,1,inclusion,Heat 1 images/imgs/06155.TIF,L,128,128,"(128, 128)",uint8,56.0,243.0,202.683837890625,20.417550290864245
1-6156,1,inclusion,Heat 1 images/imgs/06156.TIF,L,128,128,"(128, 128)",uint8,26.0,239.0,198.88250732421875,30.334587260100786
1-6158,1,inclusion,Heat 1 images/imgs/06158.TIF,L,128,128,"(128, 128)",uint8,42.0,238.0,201.477294921875,21.766706768409577
1-6161,1,inclusion,Heat 1 images/imgs/06161.TIF,L,128,128,"(128, 128)",uint8,38.0,239.0,196.5958251953125,31.684980055013934
1-6164,1,inclusion,Heat 1 images/imgs/06164.TIF,L,128,128,"(128, 128)",uint8,55.0,239.0,202.57818603515625,19.832116797519852
1-6165,1,inclusion,Heat 1 images/imgs/06165.TIF,L,128,128,"(128, 128)",uint8,49.0,240.0,194.829345703125,24.851584420408855
1-6169,1,inclusion,Heat 1 images/imgs/06169.TIF,L,128,128,"(128, 128)",uint8,49.0,239.0,202.0179443359375,21.736897662568946
1-6172,1,inclusion,Heat 1 images/imgs/06172.TIF,L,128,128,"(128, 128)",uint8,41.0,235.0,199.25946044921875,17.972839265719397
1-6173,1,inclusion,Heat 1 images/imgs/06173.TIF,L,128,128,"(128, 128)",uint8,32.0,243.0,201.01239013671875,20.071105419334614
1-6175,1,inclusion,Heat 1 images/imgs/06175.TIF,L,128,128,"(128, 128)",uint8,85.0,243.0,201.0694580078125,21.388463408842643
1-6176,1,inclusion,Heat 1 images/imgs/06176.TIF,L,128,128,"(128, 128)",uint8,32.0,239.0,199.667724609375,25.98201081582284
1-6177,1,inclusion,Heat 1 images/imgs/06177.TIF,L,128,128,"(128, 128)",uint8,51.0,240.0,197.90313720703125,27.518687363688553
1-6178,1,inclusion,Heat 1 images/imgs/06178.TIF,L,128,128,"(128, 128)",uint8,10.0,235.0,188.94268798828125,42.44433767633242
1-6179,1,inclusion,Heat 1 images/imgs/06179.TIF,L,128,128,"(128, 128)",uint8,26.0,243.0,191.03607177734375,38.26497715482018
1-6181,1,inclusion,Heat 1 images/imgs/06181.TIF,L,128,128,"(128, 128)",uint8,33.0,242.0,197.0302734375,22.875900480129616
1-6185,1,inclusion,Heat 1 images/imgs/06185.TIF,L,128,128,"(128, 128)",uint8,40.0,240.0,197.50799560546875,33.027638232882595
1-6189,1,inclusion,Heat 1 images/imgs/06189.TIF,L,128,128,"(128, 128)",uint8,36.0,241.0,198.12225341796875,28.559514732195883
1-6191,1,inclusion,Heat 1 images/imgs/06191.TIF,L,128,128,"(128, 128)",uint8,24.0,239.0,193.83123779296875,37.384552412240694
1-6192,1,inclusion,Heat 1 images/imgs/06192.TIF,L,128,128,"(128, 128)",uint8,27.0,236.0,198.47967529296875,18.240551706423837
1-6193,1,inclusion,Heat 1 images/imgs/06193.TIF,L,128,128,"(128, 128)",uint8,60.0,243.0,201.2734375,19.354817171802637
1-6194,1,inclusion,Heat 1 images/imgs/06194.TIF,L,128,128,"(128, 128)",uint8,26.0,241.0,201.92138671875,24.756655939593013
1-6195,0,non-inclusion,Heat 1 images/imgs/06195.TIF,L,128,128,"(128, 128)",uint8,63.0,241.0,203.203369140625,17.830165948483316
1-6196,1,inclusion,Heat 1 images/imgs/06196.TIF,L,128,128,"(128, 128)",uint8,24.0,239.0,186.36029052734375,45.78898199226808
1-6200,1,inclusion,Heat 1 images/imgs/06200.TIF,L,128,128,"(128, 128)",uint8,20.0,239.0,202.21771240234375,21.61317417889398
1-6201,1,inclusion,Heat 1 images/imgs/06201.TIF,L,128,128,"(128, 128)",uint8,29.0,240.0,194.03729248046875,36.566316085488694
1-6205,1,inclusion,Heat 1 images/imgs/06205.TIF,L,128,128,"(128, 128)",uint8,36.0,233.0,194.4459228515625,28.475404091285814
1-6206,1,inclusion,Heat 1 images/imgs/06206.TIF,L,128,128,"(128, 128)",uint8,52.0,242.0,199.34649658203125,21.723088509601585
1-6207,1,inclusion,Heat 1 images/imgs/06207.TIF,L,128,128,"(128, 128)",uint8,42.0,240.0,201.93927001953125,18.744596509267772
1-6208,1,inclusion,Heat 1 images/imgs/06208.TIF,L,128,128,"(128, 128)",uint8,38.0,237.0,194.6527099609375,32.68468214999123
1-6210,1,inclusion,Heat 1 images/imgs/06210.TIF,L,128,128,"(128, 128)",uint8,15.0,242.0,201.76348876953125,25.368428421610854
1-6211,1,inclusion,Heat 1 images/imgs/06211.TIF,L,128,128,"(128, 128)",uint8,33.0,239.0,195.111328125,30.798217620304694
1-6212,1,inclusion,Heat 1 images/imgs/06212.TIF,L,128,128,"(128, 128)",uint8,40.0,241.0,198.2716064453125,24.93467215438529
1-6213,1,inclusion,Heat 1 images/imgs/06213.TIF,L,128,128,"(128, 128)",uint8,40.0,241.0,201.46466064453125,19.2764529120931
1-6214,1,inclusion,Heat 1 images/imgs/06214.TIF,L,128,128,"(128, 128)",uint8,30.0,241.0,196.56549072265625,31.5375556292305
1-6216,1,inclusion,Heat 1 images/imgs/06216.TIF,L,128,128,"(128, 128)",uint8,52.0,236.0,199.421630859375,21.709999043599936
1-6217,1,inclusion,Heat 1 images/imgs/06217.TIF,L,128,128,"(128, 128)",uint8,27.0,238.0,197.41009521484375,30.33781317663723
1-6218,1,inclusion,Heat 1 images/imgs/06218.TIF,L,128,128,"(128, 128)",uint8,25.0,239.0,198.52435302734375,29.70370269520383
1-6223,1,inclusion,Heat 1 images/imgs/06223.TIF,L,128,128,"(128, 128)",uint8,32.0,235.0,198.8192138671875,24.892307734377155
1-6225,1,inclusion,Heat 1 images/imgs/06225.TIF,L,128,128,"(128, 128)",uint8,21.0,240.0,170.95257568359375,58.57435520225549
1-6227,1,inclusion,Heat 1 images/imgs/06227.TIF,L,128,128,"(128, 128)",uint8,72.0,244.0,201.13507080078125,22.572315007649472
1-6235,1,inclusion,Heat 1 images/imgs/06235.TIF,L,128,128,"(128, 128)",uint8,43.0,238.0,200.4627685546875,20.490585456133385
1-6236,1,inclusion,Heat 1 images/imgs/06236.TIF,L,128,128,"(128, 128)",uint8,32.0,241.0,195.33001708984375,36.88154950243929
1-6238,1,inclusion,Heat 1 images/imgs/06238.TIF,L,128,128,"(128, 128)",uint8,28.0,242.0,192.90679931640625,38.031252152574915
1-6241,1,inclusion,Heat 1 images/imgs/06241.TIF,L,128,128,"(128, 128)",uint8,28.0,239.0,195.50408935546875,31.21134496567289
1-6243,1,inclusion,Heat 1 images/imgs/06243.TIF,L,128,128,"(128, 128)",uint8,37.0,239.0,196.516845703125,27.83636545263967
1-6246,1,inclusion,Heat 1 images/imgs/06246.TIF,L,128,128,"(128, 128)",uint8,10.0,237.0,182.912353515625,49.735107732271494
1-6247,1,inclusion,Heat 1 images/imgs/06247.TIF,L,128,128,"(128, 128)",uint8,77.0,235.0,200.20648193359375,16.339313734565724
1-6248,1,inclusion,Heat 1 images/imgs/06248.TIF,L,128,128,"(128, 128)",uint8,80.0,248.0,199.9202880859375,21.29820173130396
1-6252,1,inclusion,Heat 1 images/imgs/06252.TIF,L,128,128,"(128, 128)",uint8,69.0,243.0,202.0599365234375,19.63744122951984
1-6256,1,inclusion,Heat 1 images/imgs/06256.TIF,L,128,128,"(128, 128)",uint8,35.0,246.0,197.968505859375,29.28086828249666
1-6258,1,inclusion,Heat 1 images/imgs/06258.TIF,L,128,128,"(128, 128)",uint8,27.0,235.0,193.197509765625,34.50825455554957
1-6260,0,non-inclusion,Heat 1 images/imgs/06260.TIF,L,128,128,"(128, 128)",uint8,69.0,240.0,201.19683837890625,17.811763615925877
1-6261,1,inclusion,Heat 1 images/imgs/06261.TIF,L,128,128,"(128, 128)",uint8,38.0,238.0,199.2701416015625,26.830650581461498
1-6262,1,inclusion,Heat 1 images/imgs/06262.TIF,L,128,128,"(128, 128)",uint8,35.0,243.0,198.3284912109375,28.001166248886392
1-6263,1,inclusion,Heat 1 images/imgs/06263.TIF,L,128,128,"(128, 128)",uint8,38.0,236.0,189.9744873046875,36.179233977140676
1-6264,1,inclusion,Heat 1 images/imgs/06264.TIF,L,128,128,"(128, 128)",uint8,26.0,234.0,194.15362548828125,26.496989902937685
1-6266,1,inclusion,Heat 1 images/imgs/06266.TIF,L,128,128,"(128, 128)",uint8,71.0,244.0,200.48382568359375,23.399914803382327
1-6269,1,inclusion,Heat 1 images/imgs/06269.TIF,L,128,128,"(128, 128)",uint8,60.0,240.0,198.8416748046875,25.54539524628224
