sample_id,heat,part,image_path,label,label_name
3-1328,3,1328,Heat 3 images/imgs/01328.TIF,1,inclusion
3-1330,3,1330,Heat 3 images/imgs/01330.TIF,1,inclusion
3-1331,3,1331,Heat 3 images/imgs/01331.TIF,1,inclusion
3-1334,3,1334,Heat 3 images/imgs/01334.TIF,0,non-inclusion
3-1337,3,1337,Heat 3 images/imgs/01337.TIF,0,non-inclusion
3-1339,3,1339,Heat 3 images/imgs/01339.TIF,1,inclusion
3-1340,3,1340,Heat 3 images/imgs/01340.TIF,1,inclusion
3-1341,3,1341,Heat 3 images/imgs/01341.TIF,1,inclusion
3-1344,3,1344,Heat 3 images/imgs/01344.TIF,1,inclusion
3-1346,3,1346,Heat 3 images/imgs/01346.TIF,1,inclusion
3-1354,3,1354,Heat 3 images/imgs/01354.TIF,1,inclusion
3-1355,3,1355,Heat 3 images/imgs/01355.TIF,1,inclusion
3-1356,3,1356,Heat 3 images/imgs/01356.TIF,1,inclusion
3-1359,3,1359,Heat 3 images/imgs/01359.TIF,1,inclusion
3-1361,3,1361,Heat 3 images/imgs/01361.TIF,1,inclusion
3-1362,3,1362,Heat 3 images/imgs/01362.TIF,1,inclusion
3-1365,3,1365,Heat 3 images/imgs/01365.TIF,1,inclusion
3-1368,3,1368,Heat 3 images/imgs/01368.TIF,1,inclusion
3-1369,3,1369,Heat 3 images/imgs/01369.TIF,1,inclusion
3-1370,3,1370,Heat 3 images/imgs/01370.TIF,1,inclusion
3-1372,3,1372,Heat 3 images/imgs/01372.TIF,1,inclusion
3-1376,3,1376,Heat 3 images/imgs/01376.TIF,1,inclusion
3-1378,3,1378,Heat 3 images/imgs/01378.TIF,1,inclusion
3-1379,3,1379,Heat 3 images/imgs/01379.TIF,1,inclusion
3-1390,3,1390,Heat 3 images/imgs/01390.TIF,1,inclusion
3-1391,3,1391,Heat 3 images/imgs/01391.TIF,1,inclusion
3-1394,3,1394,Heat 3 images/imgs/01394.TIF,0,non-inclusion
3-1397,3,1397,Heat 3 images/imgs/01397.TIF,1,inclusion
3-1399,3,1399,Heat 3 images/imgs/01399.TIF,1,inclusion
3-1400,3,1400,Heat 3 images/imgs/01400.TIF,1,inclusion
3-1402,3,1402,Heat 3 images/imgs/01402.TIF,1,inclusion
3-1403,3,1403,Heat 3 images/imgs/01403.TIF,1,inclusion
3-1404,3,1404,Heat 3 images/imgs/01404.TIF,1,inclusion
3-1406,3,1406,Heat 3 images/imgs/01406.TIF,1,inclusion
3-1408,3,1408,Heat 3 images/imgs/01408.TIF,1,inclusion
3-1409,3,1409,Heat 3 images/imgs/01409.TIF,1,inclusion
3-1411,3,1411,Heat 3 images/imgs/01411.TIF,1,inclusion
3-1415,3,1415,Heat 3 images/imgs/01415.TIF,1,inclusion
3-1417,3,1417,Heat 3 images/imgs/01417.TIF,1,inclusion
3-1418,3,1418,Heat 3 images/imgs/01418.TIF,1,inclusion
3-1420,3,1420,Heat 3 images/imgs/01420.TIF,0,non-inclusion
3-1421,3,1421,Heat 3 images/imgs/01421.TIF,1,inclusion
3-1423,3,1423,Heat 3 images/imgs/01423.TIF,1,inclusion
3-1424,3,1424,Heat 3 images/imgs/01424.TIF,1,inclusion
3-1426,3,1426,Heat 3 images/imgs/01426.TIF,1,inclusion
3-1428,3,1428,Heat 3 images/imgs/01428.TIF,1,inclusion
3-1429,3,1429,Heat 3 images/imgs/01429.TIF,1,inclusion
3-1433,3,1433,Heat 3 images/imgs/01433.TIF,1,inclusion
3-1434,3,1434,Heat 3 images/imgs/01434.TIF,1,inclusion
3-1435,3,1435,Heat 3 images/imgs/01435.TIF,1,inclusion
3-1436,3,1436,Heat 3 images/imgs/01436.TIF,1,inclusion
3-1440,3,1440,Heat 3 images/imgs/01440.TIF,1,inclusion
3-1441,3,1441,Heat 3 images/imgs/01441.TIF,1,inclusion
3-1443,3,1443,Heat 3 images/imgs/01443.TIF,1,inclusion
3-1445,3,1445,Heat 3 images/imgs/01445.TIF,1,inclusion
3-1447,3,1447,Heat 3 images/imgs/01447.TIF,1,inclusion
3-1448,3,1448,Heat 3 images/imgs/01448.TIF,1,inclusion
3-1451,3,1451,Heat 3 images/imgs/01451.TIF,1,inclusion
3-1452,3,1452,Heat 3 images/imgs/01452.TIF,1,inclusion
3-1453,3,1453,Heat 3 images/imgs/01453.TIF,1,inclusion
3-1454,3,1454,Heat 3 images/imgs/01454.TIF,1,inclusion
3-1455,3,1455,Heat 3 images/imgs/01455.TIF,1,inclusion
3-1457,3,1457,Heat 3 images/imgs/01457.TIF,1,inclusion
3-1458,3,1458,Heat 3 images/imgs/01458.TIF,1,inclusion
3-1461,3,1461,Heat 3 images/imgs/01461.TIF,1,inclusion
3-1465,3,1465,Heat 3 images/imgs/01465.TIF,1,inclusion
3-1467,3,1467,Heat 3 images/imgs/01467.TIF,1,inclusion
3-1469,3,1469,Heat 3 images/imgs/01469.TIF,1,inclusion
3-1471,3,1471,Heat 3 images/imgs/01471.TIF,1,inclusion
3-1472,3,1472,Heat 3 images/imgs/01472.TIF,1,inclusion
3-1475,3,1475,Heat 3 images/imgs/01475.TIF,1,inclusion
3-1476,3,1476,Heat 3 images/imgs/01476.TIF,1,inclusion
3-1477,3,1477,Heat 3 images/imgs/01477.TIF,1,inclusion
3-1478,3,1478,Heat 3 images/imgs/01478.TIF,1,inclusion
3-1483,3,1483,Heat 3 images/imgs/01483.TIF,1,inclusion
3-1485,3,1485,Heat 3 images/imgs/01485.TIF,1,inclusion
3-1486,3,1486,Heat 3 images/imgs/01486.TIF,1,inclusion
3-1489,3,1489,Heat 3 images/imgs/01489.TIF,1,inclusion
3-1492,3,1492,Heat 3 images/imgs/01492.TIF,1,inclusion
3-1497,3,1497,Heat 3 images/imgs/01497.TIF,1,inclusion
3-1498,3,1498,Heat 3 images/imgs/01498.TIF,1,inclusion
3-1501,3,1501,Heat 3 images/imgs/01501.TIF,1,inclusion
3-1504,3,1504,Heat 3 images/imgs/01504.TIF,1,inclusion
3-1509,3,1509,Heat 3 images/imgs/01509.TIF,1,inclusion
3-1512,3,1512,Heat 3 images/imgs/01512.TIF,1,inclusion
3-1515,3,1515,Heat 3 images/imgs/01515.TIF,0,non-inclusion
3-1516,3,1516,Heat 3 images/imgs/01516.TIF,1,inclusion
3-1518,3,1518,Heat 3 images/imgs/01518.TIF,1,inclusion
3-1519,3,1519,Heat 3 images/imgs/01519.TIF,1,inclusion
3-1520,3,1520,Heat 3 images/imgs/01520.TIF,1,inclusion
3-1521,3,1521,Heat 3 images/imgs/01521.TIF,1,inclusion
3-1522,3,1522,Heat 3 images/imgs/01522.TIF,1,inclusion
3-1523,3,1523,Heat 3 images/imgs/01523.TIF,1,inclusion
3-1525,3,1525,Heat 3 images/imgs/01525.TIF,1,inclusion
3-1526,3,1526,Heat 3 images/imgs/01526.TIF,1,inclusion
3-1528,3,1528,Heat 3 images/imgs/01528.TIF,1,inclusion
3-1529,3,1529,Heat 3 images/imgs/01529.TIF,1,inclusion
3-1538,3,1538,Heat 3 images/imgs/01538.TIF,0,non-inclusion
3-1541,3,1541,Heat 3 images/imgs/01541.TIF,1,inclusion
3-1543,3,1543,Heat 3 images/imgs/01543.TIF,1,inclusion
3-1544,3,1544,Heat 3 images/imgs/01544.TIF,1,inclusion
3-1545,3,1545,Heat 3 images/imgs/01545.TIF,1,inclusion
3-1547,3,1547,Heat 3 images/imgs/01547.TIF,1,inclusion
3-1550,3,1550,Heat 3 images/imgs/01550.TIF,1,inclusion
3-1552,3,1552,Heat 3 images/imgs/01552.TIF,1,inclusion
3-1554,3,1554,Heat 3 images/imgs/01554.TIF,1,inclusion
3-1557,3,1557,Heat 3 images/imgs/01557.TIF,1,inclusion
3-1558,3,1558,Heat 3 images/imgs/01558.TIF,1,inclusion
3-1559,3,1559,Heat 3 images/imgs/01559.TIF,1,inclusion
3-1560,3,1560,Heat 3 images/imgs/01560.TIF,1,inclusion
3-1561,3,1561,Heat 3 images/imgs/01561.TIF,1,inclusion
3-1563,3,1563,Heat 3 images/imgs/01563.TIF,1,inclusion
3-1565,3,1565,Heat 3 images/imgs/01565.TIF,1,inclusion
3-1566,3,1566,Heat 3 images/imgs/01566.TIF,1,inclusion
3-1568,3,1568,Heat 3 images/imgs/01568.TIF,1,inclusion
3-1570,3,1570,Heat 3 images/imgs/01570.TIF,1,inclusion
3-1578,3,1578,Heat 3 images/imgs/01578.TIF,1,inclusion
3-1579,3,1579,Heat 3 images/imgs/01579.TIF,1,inclusion
3-1586,3,1586,Heat 3 images/imgs/01586.TIF,1,inclusion
3-1588,3,1588,Heat 3 images/imgs/01588.TIF,1,inclusion
3-1592,3,1592,Heat 3 images/imgs/01592.TIF,1,inclusion
3-1594,3,1594,Heat 3 images/imgs/01594.TIF,1,inclusion
3-1597,3,1597,Heat 3 images/imgs/01597.TIF,1,inclusion
3-1600,3,1600,Heat 3 images/imgs/01600.TIF,1,inclusion
3-1601,3,1601,Heat 3 images/imgs/01601.TIF,1,inclusion
3-1602,3,1602,Heat 3 images/imgs/01602.TIF,1,inclusion
3-1603,3,1603,Heat 3 images/imgs/01603.TIF,1,inclusion
3-1604,3,1604,Heat 3 images/imgs/01604.TIF,1,inclusion
3-1608,3,1608,Heat 3 images/imgs/01608.TIF,1,inclusion
3-1610,3,1610,Heat 3 images/imgs/01610.TIF,1,inclusion
3-1611,3,1611,Heat 3 images/imgs/01611.TIF,1,inclusion
3-1612,3,1612,Heat 3 images/imgs/01612.TIF,1,inclusion
3-1613,3,1613,Heat 3 images/imgs/01613.TIF,1,inclusion
3-1614,3,1614,Heat 3 images/imgs/01614.TIF,1,inclusion
3-1617,3,1617,Heat 3 images/imgs/01617.TIF,1,inclusion
3-1618,3,1618,Heat 3 images/imgs/01618.TIF,1,inclusion
3-1620,3,1620,Heat 3 images/imgs/01620.TIF,1,inclusion
3-1621,3,1621,Heat 3 images/imgs/01621.TIF,1,inclusion
3-1623,3,1623,Heat 3 images/imgs/01623.TIF,1,inclusion
3-1624,3,1624,Heat 3 images/imgs/01624.TIF,1,inclusion
3-1627,3,1627,Heat 3 images/imgs/01627.TIF,1,inclusion
3-1628,3,1628,Heat 3 images/imgs/01628.TIF,1,inclusion
3-1630,3,1630,Heat 3 images/imgs/01630.TIF,1,inclusion
3-1634,3,1634,Heat 3 images/imgs/01634.TIF,1,inclusion
3-1638,3,1638,Heat 3 images/imgs/01638.TIF,1,inclusion
3-1639,3,1639,Heat 3 images/imgs/01639.TIF,1,inclusion
3-1642,3,1642,Heat 3 images/imgs/01642.TIF,1,inclusion
3-1645,3,1645,Heat 3 images/imgs/01645.TIF,1,inclusion
3-1646,3,1646,Heat 3 images/imgs/01646.TIF,1,inclusion
3-1648,3,1648,Heat 3 images/imgs/01648.TIF,1,inclusion
3-1649,3,1649,Heat 3 images/imgs/01649.TIF,1,inclusion
3-1652,3,1652,Heat 3 images/imgs/01652.TIF,1,inclusion
3-1654,3,1654,Heat 3 images/imgs/01654.TIF,1,inclusion
3-1655,3,1655,Heat 3 images/imgs/01655.TIF,1,inclusion
3-1658,3,1658,Heat 3 images/imgs/01658.TIF,1,inclusion
3-1659,3,1659,Heat 3 images/imgs/01659.TIF,1,inclusion
3-1660,3,1660,Heat 3 images/imgs/01660.TIF,1,inclusion
3-1662,3,1662,Heat 3 images/imgs/01662.TIF,1,inclusion
3-1664,3,1664,Heat 3 images/imgs/01664.TIF,1,inclusion
3-1665,3,1665,Heat 3 images/imgs/01665.TIF,1,inclusion
3-1667,3,1667,Heat 3 images/imgs/01667.TIF,1,inclusion
3-1669,3,1669,Heat 3 images/imgs/01669.TIF,1,inclusion
3-1670,3,1670,Heat 3 images/imgs/01670.TIF,1,inclusion
3-1671,3,1671,Heat 3 images/imgs/01671.TIF,1,inclusion
3-1673,3,1673,Heat 3 images/imgs/01673.TIF,1,inclusion
3-1675,3,1675,Heat 3 images/imgs/01675.TIF,1,inclusion
3-1676,3,1676,Heat 3 images/imgs/01676.TIF,1,inclusion
3-1679,3,1679,Heat 3 images/imgs/01679.TIF,1,inclusion
3-1682,3,1682,Heat 3 images/imgs/01682.TIF,1,inclusion
3-1684,3,1684,Heat 3 images/imgs/01684.TIF,1,inclusion
3-1686,3,1686,Heat 3 images/imgs/01686.TIF,1,inclusion
3-1687,3,1687,Heat 3 images/imgs/01687.TIF,1,inclusion
3-1688,3,1688,Heat 3 images/imgs/01688.TIF,1,inclusion
3-1689,3,1689,Heat 3 images/imgs/01689.TIF,1,inclusion
3-1690,3,1690,Heat 3 images/imgs/01690.TIF,1,inclusion
3-1692,3,1692,Heat 3 images/imgs/01692.TIF,1,inclusion
3-1693,3,1693,Heat 3 images/imgs/01693.TIF,1,inclusion
3-1694,3,1694,Heat 3 images/imgs/01694.TIF,1,inclusion
3-1697,3,1697,Heat 3 images/imgs/01697.TIF,1,inclusion
3-1698,3,1698,Heat 3 images/imgs/01698.TIF,1,inclusion
3-1699,3,1699,Heat 3 images/imgs/01699.TIF,1,inclusion
3-1700,3,1700,Heat 3 images/imgs/01700.TIF,1,inclusion
3-1701,3,1701,Heat 3 images/imgs/01701.TIF,1,inclusion
3-1702,3,1702,Heat 3 images/imgs/01702.TIF,1,inclusion
3-1703,3,1703,Heat 3 images/imgs/01703.TIF,1,inclusion
3-1704,3,1704,Heat 3 images/imgs/01704.TIF,1,inclusion
3-1705,3,1705,Heat 3 images/imgs/01705.TIF,1,inclusion
3-1706,3,1706,Heat 3 images/imgs/01706.TIF,1,inclusion
3-1707,3,1707,Heat 3 images/imgs/01707.TIF,1,inclusion
3-1709,3,1709,Heat 3 images/imgs/01709.TIF,1,inclusion
3-1714,3,1714,Heat 3 images/imgs/01714.TIF,1,inclusion
3-1715,3,1715,Heat 3 images/imgs/01715.TIF,1,inclusion
3-1720,3,1720,Heat 3 images/imgs/01720.TIF,1,inclusion
3-1721,3,1721,Heat 3 images/imgs/01721.TIF,1,inclusion
3-1722,3,1722,Heat 3 images/imgs/01722.TIF,1,inclusion
3-1723,3,1723,Heat 3 images/imgs/01723.TIF,1,inclusion
3-1727,3,1727,Heat 3 images/imgs/01727.TIF,0,non-inclusion
3-1728,3,1728,Heat 3 images/imgs/01728.TIF,1,inclusion
3-1729,3,1729,Heat 3 images/imgs/01729.TIF,1,inclusion
3-1730,3,1730,Heat 3 images/imgs/01730.TIF,1,inclusion
3-1731,3,1731,Heat 3 images/imgs/01731.TIF,1,inclusion
3-1733,3,1733,Heat 3 images/imgs/01733.TIF,1,inclusion
3-1734,3,1734,Heat 3 images/imgs/01734.TIF,1,inclusion
3-1735,3,1735,Heat 3 images/imgs/01735.TIF,1,inclusion
3-1736,3,1736,Heat 3 images/imgs/01736.TIF,1,inclusion
3-1739,3,1739,Heat 3 images/imgs/01739.TIF,1,inclusion
3-1740,3,1740,Heat 3 images/imgs/01740.TIF,1,inclusion
3-1745,3,1745,Heat 3 images/imgs/01745.TIF,1,inclusion
3-1746,3,1746,Heat 3 images/imgs/01746.TIF,1,inclusion
3-1750,3,1750,Heat 3 images/imgs/01750.TIF,1,inclusion
3-1756,3,1756,Heat 3 images/imgs/01756.TIF,1,inclusion
3-1757,3,1757,Heat 3 images/imgs/01757.TIF,1,inclusion
3-1759,3,1759,Heat 3 images/imgs/01759.TIF,1,inclusion
3-1760,3,1760,Heat 3 images/imgs/01760.TIF,1,inclusion
3-1761,3,1761,Heat 3 images/imgs/01761.TIF,1,inclusion
3-1762,3,1762,Heat 3 images/imgs/01762.TIF,1,inclusion
3-1763,3,1763,Heat 3 images/imgs/01763.TIF,1,inclusion
3-1764,3,1764,Heat 3 images/imgs/01764.TIF,1,inclusion
3-1765,3,1765,Heat 3 images/imgs/01765.TIF,1,inclusion
3-1766,3,1766,Heat 3 images/imgs/01766.TIF,1,inclusion
3-1768,3,1768,Heat 3 images/imgs/01768.TIF,1,inclusion
3-1772,3,1772,Heat 3 images/imgs/01772.TIF,1,inclusion
3-1774,3,1774,Heat 3 images/imgs/01774.TIF,1,inclusion
3-1776,3,1776,Heat 3 images/imgs/01776.TIF,1,inclusion
3-1777,3,1777,Heat 3 images/imgs/01777.TIF,1,inclusion
3-1778,3,1778,Heat 3 images/imgs/01778.TIF,1,inclusion
3-1784,3,1784,Heat 3 images/imgs/01784.TIF,1,inclusion
3-1785,3,1785,Heat 3 images/imgs/01785.TIF,1,inclusion
3-1787,3,1787,Heat 3 images/imgs/01787.TIF,1,inclusion
3-1788,3,1788,Heat 3 images/imgs/01788.TIF,1,inclusion
3-1789,3,1789,Heat 3 images/imgs/01789.TIF,1,inclusion
3-1790,3,1790,Heat 3 images/imgs/01790.TIF,1,inclusion
3-1791,3,1791,Heat 3 images/imgs/01791.TIF,1,inclusion
3-1792,3,1792,Heat 3 images/imgs/01792.TIF,1,inclusion
3-1793,3,1793,Heat 3 images/imgs/01793.TIF,1,inclusion
3-1796,3,1796,Heat 3 images/imgs/01796.TIF,1,inclusion
3-1798,3,1798,Heat 3 images/imgs/01798.TIF,1,inclusion
3-1799,3,1799,Heat 3 images/imgs/01799.TIF,1,inclusion
3-1800,3,1800,Heat 3 images/imgs/01800.TIF,1,inclusion
3-1801,3,1801,Heat 3 images/imgs/01801.TIF,1,inclusion
3-1805,3,1805,Heat 3 images/imgs/01805.TIF,1,inclusion
3-1807,3,1807,Heat 3 images/imgs/01807.TIF,1,inclusion
3-1808,3,1808,Heat 3 images/imgs/01808.TIF,1,inclusion
3-1809,3,1809,Heat 3 images/imgs/01809.TIF,1,inclusion
3-1814,3,1814,Heat 3 images/imgs/01814.TIF,1,inclusion
3-1815,3,1815,Heat 3 images/imgs/01815.TIF,1,inclusion
3-1817,3,1817,Heat 3 images/imgs/01817.TIF,1,inclusion
3-1818,3,1818,Heat 3 images/imgs/01818.TIF,1,inclusion
3-1819,3,1819,Heat 3 images/imgs/01819.TIF,1,inclusion
3-1820,3,1820,Heat 3 images/imgs/01820.TIF,1,inclusion
3-1821,3,1821,Heat 3 images/imgs/01821.TIF,1,inclusion
3-1822,3,1822,Heat 3 images/imgs/01822.TIF,1,inclusion
3-1823,3,1823,Heat 3 images/imgs/01823.TIF,1,inclusion
3-1824,3,1824,Heat 3 images/imgs/01824.TIF,1,inclusion
3-1825,3,1825,Heat 3 images/imgs/01825.TIF,1,inclusion
3-1826,3,1826,Heat 3 images/imgs/01826.TIF,1,inclusion
3-1827,3,1827,Heat 3 images/imgs/01827.TIF,1,inclusion
3-1828,3,1828,Heat 3 images/imgs/01828.TIF,1,inclusion
3-1831,3,1831,Heat 3 images/imgs/01831.TIF,1,inclusion
3-1832,3,1832,Heat 3 images/imgs/01832.TIF,1,inclusion
3-1837,3,1837,Heat 3 images/imgs/01837.TIF,1,inclusion
3-1839,3,1839,Heat 3 images/imgs/01839.TIF,1,inclusion
3-1840,3,1840,Heat 3 images/imgs/01840.TIF,1,inclusion
3-1841,3,1841,Heat 3 images/imgs/01841.TIF,1,inclusion
3-1843,3,1843,Heat 3 images/imgs/01843.TIF,1,inclusion
3-1844,3,1844,Heat 3 images/imgs/01844.TIF,1,inclusion
3-1845,3,1845,Heat 3 images/imgs/01845.TIF,1,inclusion
3-1848,3,1848,Heat 3 images/imgs/01848.TIF,1,inclusion
3-1852,3,1852,Heat 3 images/imgs/01852.TIF,1,inclusion
3-1853,3,1853,Heat 3 images/imgs/01853.TIF,0,non-inclusion
3-1855,3,1855,Heat 3 images/imgs/01855.TIF,1,inclusion
3-1856,3,1856,Heat 3 images/imgs/01856.TIF,1,inclusion
3-1857,3,1857,Heat 3 images/imgs/01857.TIF,1,inclusion
3-1858,3,1858,Heat 3 images/imgs/01858.TIF,1,inclusion
3-1860,3,1860,Heat 3 images/imgs/01860.TIF,1,inclusion
3-1861,3,1861,Heat 3 images/imgs/01861.TIF,1,inclusion
3-1863,3,1863,Heat 3 images/imgs/01863.TIF,1,inclusion
3-1864,3,1864,Heat 3 images/imgs/01864.TIF,1,inclusion
3-1865,3,1865,Heat 3 images/imgs/01865.TIF,1,inclusion
3-1866,3,1866,Heat 3 images/imgs/01866.TIF,1,inclusion
3-1867,3,1867,Heat 3 images/imgs/01867.TIF,1,inclusion
3-1868,3,1868,Heat 3 images/imgs/01868.TIF,1,inclusion
3-1870,3,1870,Heat 3 images/imgs/01870.TIF,1,inclusion
3-1873,3,1873,Heat 3 images/imgs/01873.TIF,1,inclusion
3-1875,3,1875,Heat 3 images/imgs/01875.TIF,1,inclusion
3-1876,3,1876,Heat 3 images/imgs/01876.TIF,0,non-inclusion
3-1878,3,1878,Heat 3 images/imgs/01878.TIF,1,inclusion
3-1879,3,1879,Heat 3 images/imgs/01879.TIF,1,inclusion
3-1882,3,1882,Heat 3 images/imgs/01882.TIF,1,inclusion
3-1884,3,1884,Heat 3 images/imgs/01884.TIF,1,inclusion
3-1885,3,1885,Heat 3 images/imgs/01885.TIF,1,inclusion
3-1886,3,1886,Heat 3 images/imgs/01886.TIF,1,inclusion
3-1888,3,1888,Heat 3 images/imgs/01888.TIF,1,inclusion
3-1890,3,1890,Heat 3 images/imgs/01890.TIF,1,inclusion
3-1893,3,1893,Heat 3 images/imgs/01893.TIF,1,inclusion
3-1894,3,1894,Heat 3 images/imgs/01894.TIF,1,inclusion
3-1896,3,1896,Heat 3 images/imgs/01896.TIF,1,inclusion
3-1898,3,1898,Heat 3 images/imgs/01898.TIF,1,inclusion
3-1900,3,1900,Heat 3 images/imgs/01900.TIF,1,inclusion
3-1903,3,1903,Heat 3 images/imgs/01903.TIF,1,inclusion
3-1904,3,1904,Heat 3 images/imgs/01904.TIF,1,inclusion
3-1905,3,1905,Heat 3 images/imgs/01905.TIF,1,inclusion
3-1907,3,1907,Heat 3 images/imgs/01907.TIF,1,inclusion
3-1909,3,1909,Heat 3 images/imgs/01909.TIF,1,inclusion
3-1910,3,1910,Heat 3 images/imgs/01910.TIF,1,inclusion
3-1911,3,1911,Heat 3 images/imgs/01911.TIF,1,inclusion
3-1912,3,1912,Heat 3 images/imgs/01912.TIF,1,inclusion
3-1913,3,1913,Heat 3 images/imgs/01913.TIF,1,inclusion
3-1914,3,1914,Heat 3 images/imgs/01914.TIF,1,inclusion
3-1915,3,1915,Heat 3 images/imgs/01915.TIF,1,inclusion
3-1916,3,1916,Heat 3 images/imgs/01916.TIF,1,inclusion
3-1917,3,1917,Heat 3 images/imgs/01917.TIF,1,inclusion
3-1918,3,1918,Heat 3 images/imgs/01918.TIF,1,inclusion
3-1920,3,1920,Heat 3 images/imgs/01920.TIF,1,inclusion
3-1921,3,1921,Heat 3 images/imgs/01921.TIF,1,inclusion
3-1924,3,1924,Heat 3 images/imgs/01924.TIF,1,inclusion
3-1925,3,1925,Heat 3 images/imgs/01925.TIF,1,inclusion
3-1929,3,1929,Heat 3 images/imgs/01929.TIF,1,inclusion
3-1932,3,1932,Heat 3 images/imgs/01932.TIF,1,inclusion
3-1933,3,1933,Heat 3 images/imgs/01933.TIF,1,inclusion
3-1937,3,1937,Heat 3 images/imgs/01937.TIF,0,non-inclusion
3-1938,3,1938,Heat 3 images/imgs/01938.TIF,1,inclusion
3-1939,3,1939,Heat 3 images/imgs/01939.TIF,1,inclusion
3-1940,3,1940,Heat 3 images/imgs/01940.TIF,1,inclusion
3-1941,3,1941,Heat 3 images/imgs/01941.TIF,1,inclusion
3-1942,3,1942,Heat 3 images/imgs/01942.TIF,1,inclusion
3-1944,3,1944,Heat 3 images/imgs/01944.TIF,1,inclusion
3-1946,3,1946,Heat 3 images/imgs/01946.TIF,0,non-inclusion
3-1947,3,1947,Heat 3 images/imgs/01947.TIF,1,inclusion
3-1948,3,1948,Heat 3 images/imgs/01948.TIF,1,inclusion
3-1951,3,1951,Heat 3 images/imgs/01951.TIF,1,inclusion
3-1952,3,1952,Heat 3 images/imgs/01952.TIF,1,inclusion
3-1956,3,1956,Heat 3 images/imgs/01956.TIF,1,inclusion
3-1957,3,1957,Heat 3 images/imgs/01957.TIF,1,inclusion
3-1958,3,1958,Heat 3 images/imgs/01958.TIF,1,inclusion
3-1959,3,1959,Heat 3 images/imgs/01959.TIF,1,inclusion
3-1961,3,1961,Heat 3 images/imgs/01961.TIF,1,inclusion
3-1962,3,1962,Heat 3 images/imgs/01962.TIF,1,inclusion
3-1964,3,1964,Heat 3 images/imgs/01964.TIF,1,inclusion
3-1965,3,1965,Heat 3 images/imgs/01965.TIF,1,inclusion
3-1967,3,1967,Heat 3 images/imgs/01967.TIF,1,inclusion
3-1968,3,1968,Heat 3 images/imgs/01968.TIF,1,inclusion
3-1972,3,1972,Heat 3 images/imgs/01972.TIF,1,inclusion
3-1974,3,1974,Heat 3 images/imgs/01974.TIF,1,inclusion
3-1975,3,1975,Heat 3 images/imgs/01975.TIF,1,inclusion
3-1976,3,1976,Heat 3 images/imgs/01976.TIF,1,inclusion
3-1977,3,1977,Heat 3 images/imgs/01977.TIF,1,inclusion
3-1979,3,1979,Heat 3 images/imgs/01979.TIF,1,inclusion
3-1981,3,1981,Heat 3 images/imgs/01981.TIF,1,inclusion
3-1983,3,1983,Heat 3 images/imgs/01983.TIF,1,inclusion
3-1984,3,1984,Heat 3 images/imgs/01984.TIF,1,inclusion
3-1987,3,1987,Heat 3 images/imgs/01987.TIF,1,inclusion
3-1988,3,1988,Heat 3 images/imgs/01988.TIF,1,inclusion
3-1990,3,1990,Heat 3 images/imgs/01990.TIF,1,inclusion
3-1991,3,1991,Heat 3 images/imgs/01991.TIF,0,non-inclusion
3-1994,3,1994,Heat 3 images/imgs/01994.TIF,1,inclusion
3-1996,3,1996,Heat 3 images/imgs/01996.TIF,1,inclusion
3-1997,3,1997,Heat 3 images/imgs/01997.TIF,1,inclusion
3-1998,3,1998,Heat 3 images/imgs/01998.TIF,1,inclusion
3-2000,3,2000,Heat 3 images/imgs/02000.TIF,1,inclusion
3-2002,3,2002,Heat 3 images/imgs/02002.TIF,1,inclusion
3-2005,3,2005,Heat 3 images/imgs/02005.TIF,1,inclusion
3-2006,3,2006,Heat 3 images/imgs/02006.TIF,1,inclusion
3-2008,3,2008,Heat 3 images/imgs/02008.TIF,1,inclusion
3-2010,3,2010,Heat 3 images/imgs/02010.TIF,0,non-inclusion
3-2011,3,2011,Heat 3 images/imgs/02011.TIF,1,inclusion
3-2015,3,2015,Heat 3 images/imgs/02015.TIF,1,inclusion
3-2017,3,2017,Heat 3 images/imgs/02017.TIF,1,inclusion
3-2018,3,2018,Heat 3 images/imgs/02018.TIF,1,inclusion
3-2019,3,2019,Heat 3 images/imgs/02019.TIF,1,inclusion
3-2022,3,2022,Heat 3 images/imgs/02022.TIF,1,inclusion
3-2023,3,2023,Heat 3 images/imgs/02023.TIF,1,inclusion
3-2024,3,2024,Heat 3 images/imgs/02024.TIF,1,inclusion
3-2025,3,2025,Heat 3 images/imgs/02025.TIF,1,inclusion
3-2028,3,2028,Heat 3 images/imgs/02028.TIF,1,inclusion
3-2029,3,2029,Heat 3 images/imgs/02029.TIF,1,inclusion
3-2033,3,2033,Heat 3 images/imgs/02033.TIF,1,inclusion
3-2034,3,2034,Heat 3 images/imgs/02034.TIF,1,inclusion
3-2035,3,2035,Heat 3 images/imgs/02035.TIF,1,inclusion
3-2036,3,2036,Heat 3 images/imgs/02036.TIF,1,inclusion
3-2038,3,2038,Heat 3 images/imgs/02038.TIF,1,inclusion
3-2040,3,2040,Heat 3 images/imgs/02040.TIF,1,inclusion
3-2041,3,2041,Heat 3 images/imgs/02041.TIF,1,inclusion
3-2043,3,2043,Heat 3 images/imgs/02043.TIF,0,non-inclusion
3-2048,3,2048,Heat 3 images/imgs/02048.TIF,0,non-inclusion
3-2053,3,2053,Heat 3 images/imgs/02053.TIF,1,inclusion
3-2055,3,2055,Heat 3 images/imgs/02055.TIF,1,inclusion
