image_path,mask_path,heat,particle_id,image_h,image_w,image_area,particle_area,particle_area_fraction,bbox_x,bbox_y,bbox_w,bbox_h,bbox_aspect,bbox_extent,particle_mean_intensity,particle_std_intensity,particle_min_intensity,particle_max_intensity,phase_1_area,phase_1_area_fraction_image,phase_1_area_fraction_particle,phase_1_mean_intensity,phase_1_std_intensity,phase_1_min_intensity,phase_1_max_intensity,phase_1_num_regions,phase_1_largest_region_area,phase_2_area,phase_2_area_fraction_image,phase_2_area_fraction_particle,phase_2_mean_intensity,phase_2_std_intensity,phase_2_min_intensity,phase_2_max_intensity,phase_2_num_regions,phase_2_largest_region_area,phase_3_area,phase_3_area_fraction_image,phase_3_area_fraction_particle,phase_3_mean_intensity,phase_3_std_intensity,phase_3_min_intensity,phase_3_max_intensity,phase_3_num_regions,phase_3_largest_region_area,total_phase_regions,SN,inclusion,type,class,label_match
./Heat 1 images/imgs/12585.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12585_phase_mask.png,1,12585,128,128,16384,834,0.0509033203125,42,67,34,32,1.0625,0.7665441176470589,36.12470023980816,32.16729782512942,0,128,329,0.02008056640625,0.3944844124700239,5.720364741641338,7.571798892521331,0,23,7,323,369,0.02252197265625,0.4424460431654676,42.24119241192412,10.792893109244838,25,67,10,340,136,0.00830078125,0.1630695443645084,93.08088235294116,17.572980240003996,68,128,6,76,23,1-12585,1.0,oxy-sulfide,oxy-sulfide,matched
./Heat 1 images/imgs/12586.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12586_phase_mask.png,1,12586,128,128,16384,13617,0.83111572265625,0,0,128,128,1.0,0.83111572265625,222.147903356099,15.750053761233238,110,255,367,0.02239990234375,0.0269516046118822,168.8801089918256,17.1931426666713,110,190,85,99,6928,0.4228515625,0.5087757949621796,213.65343533487297,7.37302933156443,192,223,101,6590,6322,0.3858642578125,0.4642726004259381,234.548876937678,7.745960535849951,225,255,154,5561,340,1-12586,1.0,oxy-sulfide,oxy-sulfide,matched
./Heat 1 images/imgs/12590.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12590_phase_mask.png,1,12590,128,128,16384,1311,0.08001708984375,28,48,43,40,1.075,0.7622093023255814,34.48207475209764,31.38665791397524,0,167,634,0.0386962890625,0.4836003051106026,9.541009463722398,8.85703428887075,0,27,7,625,524,0.031982421875,0.3996948893974065,45.33206106870229,11.458373165477028,29,73,12,449,153,0.00933837890625,0.1167048054919908,100.67320261437908,17.444151805889597,74,167,16,55,35,1-12590,1.0,oxide,CA,matched
./Heat 1 images/imgs/12597.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12597_phase_mask.png,1,12597,128,128,16384,372,0.022705078125,61,71,26,19,1.368421052631579,0.7530364372469636,33.81989247311828,41.52175659767033,0,124,219,0.01336669921875,0.5887096774193549,2.808219178082192,6.312249888522896,0,26,1,219,68,0.004150390625,0.1827956989247312,50.80882352941177,14.280032699893743,28,74,6,37,85,0.00518798828125,0.2284946236559139,100.12941176470588,13.18268760894969,76,124,3,62,10,1-12597,0.0,non-inc,non-inc,matched
./Heat 1 images/imgs/12599.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12599_phase_mask.png,1,12599,128,128,16384,285,0.01739501953125,63,77,21,20,1.05,0.6785714285714286,26.91578947368421,42.12354340018486,0,156,200,0.01220703125,0.7017543859649122,2.34,6.1387620901937545,0,29,1,200,52,0.003173828125,0.1824561403508772,61.59615384615385,16.09139714661774,34,88,11,13,33,0.00201416015625,0.1157894736842105,121.21212121212122,15.507100183674568,93,156,16,6,28,1-12599,0.0,non-inc,non-inc,matched
./Heat 1 images/imgs/12606.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12606_phase_mask.png,1,12606,128,128,16384,444,0.027099609375,34,73,49,35,1.4,0.2588921282798834,206.76576576576576,24.199231227069397,136,255,120,0.00732421875,0.2702702702702703,178.09166666666667,12.075454327776749,136,190,36,22,196,0.011962890625,0.4414414414414414,204.73469387755105,7.9706745936412196,194,219,21,43,128,0.0078125,0.2882882882882883,236.7578125,10.98489452452065,222,255,37,23,94,1-12606,0.0,non-inc,non-inc,matched
./Heat 1 images/imgs/12607.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12607_phase_mask.png,1,12607,128,128,16384,14491,0.88446044921875,0,0,128,128,1.0,0.88446044921875,215.19418949692917,19.73392737842121,121,255,1612,0.098388671875,0.1112414602166862,176.89888337468983,13.719914480189686,121,192,440,1018,7492,0.457275390625,0.5170105582775516,209.94006940736787,7.83115749115986,194,221,79,7296,5387,0.32879638671875,0.3717479815057622,233.960831631706,8.747438411267481,223,255,287,1973,806,1-12607,0.0,non-inc,non-inc,matched
./Heat 1 images/imgs/12609.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12609_phase_mask.png,1,12609,128,128,16384,336,0.0205078125,47,44,40,39,1.0256410256410255,0.2153846153846154,32.17857142857143,41.5004046779712,0,195,206,0.0125732421875,0.6130952380952381,3.1067961165048543,7.023418000855579,0,29,5,159,73,0.00445556640625,0.2172619047619047,57.57534246575342,15.701773574213451,32,80,18,34,57,0.00347900390625,0.1696428571428571,104.71929824561404,22.70926419348049,83,195,19,14,42,1-12609,0.0,non-inc,non-inc,matched
./Heat 1 images/imgs/12611.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12611_phase_mask.png,1,12611,128,128,16384,1254,0.0765380859375,38,63,40,41,0.975609756097561,0.7646341463414634,49.2695374800638,36.91397923691592,0,135,493,0.03009033203125,0.3931419457735247,9.182555780933065,10.360986464946636,0,35,3,491,471,0.02874755859375,0.3755980861244019,61.89384288747346,12.006605767139291,37,79,12,430,290,0.0177001953125,0.2312599681020733,96.91379310344828,14.661566556416416,81,135,22,176,37,1-12611,1.0,oxy-sulfide,oxy-sulfide,matched
./Heat 1 images/imgs/12613.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12613_phase_mask.png,1,12613,128,128,16384,336,0.0205078125,44,68,20,21,0.9523809523809524,0.8,24.31845238095238,34.46784757788763,0,124,208,0.0126953125,0.6190476190476191,1.5961538461538465,4.072702822944938,0,18,1,208,64,0.00390625,0.1904761904761904,35.4375,11.651012563292516,19,59,9,24,64,0.00390625,0.1904761904761904,87.046875,17.63645876400291,62,124,7,27,17,1-12613,1.0,oxy-sulfide,oxy-sulfide,matched
./Heat 1 images/imgs/12614.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12614_phase_mask.png,1,12614,128,128,16384,298,0.0181884765625,50,65,22,17,1.2941176470588236,0.7967914438502673,24.80536912751678,34.83762485303293,0,114,192,0.01171875,0.6442953020134228,1.765625,5.37957805278831,0,24,1,192,64,0.00390625,0.2147651006711409,48.90625,13.48346064397045,27,70,6,21,42,0.0025634765625,0.1409395973154362,93.4047619047619,13.573537847783657,73,114,12,18,19,1-12614,0.0,non-inc,non-inc,matched
./Heat 1 images/imgs/12617.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12617_phase_mask.png,1,12617,128,128,16384,812,0.049560546875,27,70,47,38,1.236842105263158,0.4546472564389697,60.19950738916256,49.30834020275311,0,187,324,0.019775390625,0.3990147783251231,8.805555555555555,11.624095610645677,0,37,4,298,249,0.01519775390625,0.3066502463054187,67.53413654618474,16.046864078205665,39,94,5,98,239,0.01458740234375,0.2943349753694581,122.23012552301256,18.00933545643954,96,187,10,119,19,1-12617,0.0,non-inc,non-inc,matched
./Heat 1 images/imgs/12620.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12620_phase_mask.png,1,12620,128,128,16384,301,0.01837158203125,56,61,22,18,1.2222222222222223,0.76010101010101,46.10963455149502,61.59624675917042,0,186,191,0.01165771484375,0.6345514950166113,3.450261780104712,10.149479002157737,0,44,1,191,58,0.0035400390625,0.1926910299003322,87.22413793103448,19.69512726666016,47,121,8,19,52,0.003173828125,0.1727574750830564,156.94230769230768,17.24195850639059,124,186,9,17,18,1-12620,0.0,non-inc,non-inc,matched
./Heat 1 images/imgs/12623.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12623_phase_mask.png,1,12623,128,128,16384,889,0.05426025390625,51,53,37,32,1.15625,0.7508445945945946,43.98537682789652,34.261923854445655,0,135,297,0.01812744140625,0.3340832395950506,6.69023569023569,9.096841810259267,0,27,4,294,457,0.02789306640625,0.5140607424071991,50.46608315098468,11.224555401354433,29,77,5,438,135,0.00823974609375,0.1518560179977502,104.0962962962963,17.496189669446476,78,135,9,66,18,1-12623,1.0,oxy-sulfide,oxy-sulfide,matched
./Heat 1 images/imgs/12629.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12629_phase_mask.png,1,12629,128,128,16384,836,0.051025390625,34,57,33,32,1.03125,0.7916666666666666,33.83253588516747,31.63284728791543,0,123,383,0.02337646484375,0.458133971291866,7.289817232375979,7.885411437814738,0,22,12,363,291,0.01776123046875,0.3480861244019139,39.381443298969074,11.028338971025663,24,62,14,247,162,0.0098876953125,0.1937799043062201,86.61728395061728,17.06311298450084,64,123,14,66,40,1-12629,1.0,sulfide,CaS,matched
./Heat 1 images/imgs/12633.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12633_phase_mask.png,1,12633,128,128,16384,600,0.03662109375,60,55,29,26,1.1153846153846154,0.7957559681697612,29.371666666666663,32.2822995446249,0,144,349,0.02130126953125,0.5816666666666667,6.670487106017192,8.055521165802936,0,24,4,346,162,0.0098876953125,0.27,44.38271604938272,12.114238027769066,26,67,17,119,89,0.00543212890625,0.1483333333333333,91.06741573033707,16.332773801872214,69,144,13,25,34,1-12633,1.0,oxy-sulfide,oxy-sulfide,matched
./Heat 1 images/imgs/12634.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12634_phase_mask.png,1,12634,128,128,16384,673,0.04107666015625,55,77,29,29,1.0,0.8002378121284186,29.08023774145617,32.70712186128091,0,138,327,0.01995849609375,0.4858841010401188,4.7859327217125385,6.285514459448683,0,18,5,318,231,0.01409912109375,0.3432392273402674,32.41558441558441,10.178515676090258,19,60,11,197,115,0.00701904296875,0.1708766716196136,91.4608695652174,18.654891866430216,62,138,5,74,21,1-12634,1.0,oxy-sulfide,oxy-sulfide,matched
./Heat 1 images/imgs/12636.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12636_phase_mask.png,1,12636,128,128,16384,412,0.025146484375,41,63,24,22,1.0909090909090908,0.7803030303030303,28.37864077669903,37.115894720065135,0,126,267,0.01629638671875,0.6480582524271845,4.074906367041199,7.233013646776414,0,27,1,267,79,0.00482177734375,0.1917475728155339,52.18987341772152,12.720038959186306,29,75,5,46,66,0.0040283203125,0.1601941747572815,98.1969696969697,15.855617202678353,76,126,8,25,14,1-12636,1.0,oxy-sulfide,oxy-sulfide,matched
./Heat 1 images/imgs/12639.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12639_phase_mask.png,1,12639,128,128,16384,1325,0.08087158203125,34,49,46,38,1.2105263157894737,0.7580091533180778,31.57358490566038,28.339532698397583,0,124,609,0.03717041015625,0.4596226415094339,8.719211822660098,7.47771568669816,0,21,4,606,432,0.0263671875,0.3260377358490566,33.89351851851852,9.29893236751311,22,55,38,363,284,0.017333984375,0.2143396226415094,77.05281690140845,17.290415783912177,57,124,14,220,56,1-12639,1.0,oxide,CA,matched
./Heat 1 images/imgs/12641.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12641_phase_mask.png,1,12641,128,128,16384,487,0.02972412109375,57,75,25,25,1.0,0.7792,29.184804928131417,35.77999646357165,0,138,300,0.018310546875,0.6160164271047228,5.386666666666667,7.655748747763924,0,24,2,298,105,0.00640869140625,0.2156057494866529,44.49523809523809,12.506092846154788,26,69,12,38,82,0.0050048828125,0.1683778234086242,96.64634146341464,16.286588790166835,71,138,12,30,26,1-12641,1.0,sulfide,CaS,matched
./Heat 1 images/imgs/12642.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12642_phase_mask.png,1,12642,128,128,16384,997,0.06085205078125,45,56,38,40,0.95,0.655921052631579,43.29989969909729,39.23329049722556,0,147,483,0.02947998046875,0.4844533600802407,10.093167701863354,10.14479105836285,0,30,3,481,283,0.01727294921875,0.283851554663992,51.15194346289753,12.942720566309887,31,76,4,280,231,0.01409912109375,0.2316950852557673,103.11255411255412,16.25780845934505,78,147,8,166,15,1-12642,0.0,non-inc,non-inc,matched
./Heat 1 images/imgs/12643.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12643_phase_mask.png,1,12643,128,128,16384,682,0.0416259765625,40,65,37,31,1.1935483870967742,0.5945945945945946,39.53079178885631,37.60244761353302,0,138,292,0.017822265625,0.4281524926686217,4.383561643835616,6.658767290966185,0,21,3,290,204,0.012451171875,0.2991202346041056,42.30392156862745,12.49453936858275,24,65,16,102,186,0.0113525390625,0.2727272727272727,91.66666666666669,16.664838609423622,68,138,12,107,31,1-12643,1.0,oxy-sulfide,oxy-sulfide,matched
./Heat 1 images/imgs/12646.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12646_phase_mask.png,1,12646,128,128,16384,471,0.02874755859375,42,59,38,43,0.8837209302325582,0.288249694002448,207.46284501061567,24.84530054576768,115,255,48,0.0029296875,0.1019108280254777,162.39583333333334,13.412897374252225,115,178,27,4,259,0.01580810546875,0.5498938428874734,198.71042471042472,9.304227845671935,181,214,20,63,164,0.010009765625,0.3481953290870488,234.47560975609755,11.76158029219122,218,255,37,45,84,1-12646,0.0,non-inc,non-inc,matched
./Heat 1 images/imgs/12649.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12649_phase_mask.png,1,12649,128,128,16384,646,0.0394287109375,36,70,29,29,1.0,0.7681331747919143,30.690402476780186,34.03508662409777,0,125,368,0.0224609375,0.5696594427244582,6.7228260869565215,8.230993960540241,0,24,1,368,181,0.01104736328125,0.2801857585139319,43.9060773480663,13.235103857377329,26,69,9,130,97,0.00592041015625,0.1501547987616099,96.95876288659794,15.297002958111705,71,125,8,37,18,1-12649,1.0,oxide,CA,matched
./Heat 1 images/imgs/12653.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12653_phase_mask.png,1,12653,128,128,16384,327,0.01995849609375,53,64,22,19,1.1578947368421053,0.7822966507177034,39.993883792048926,53.23452202923104,0,237,201,0.01226806640625,0.6146788990825688,2.517412935323383,6.9519277024242125,0,35,3,199,66,0.0040283203125,0.2018348623853211,69.36363636363636,18.186438806809573,39,95,11,18,60,0.003662109375,0.1834862385321101,133.23333333333332,23.909110304558705,104,237,16,11,30,1-12653,0.0,non-inc,non-inc,matched
./Heat 1 images/imgs/12654.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12654_phase_mask.png,1,12654,128,128,16384,1218,0.0743408203125,60,64,41,39,1.051282051282051,0.7617260787992496,45.4376026272578,36.43305665520133,0,134,490,0.0299072265625,0.4022988505747126,8.310204081632653,9.703023826978995,0,31,8,483,465,0.02838134765625,0.3817733990147783,54.89032258064516,12.11729470957678,32,75,7,459,263,0.01605224609375,0.215927750410509,97.89733840304184,15.298826732131452,77,134,21,173,36,1-12654,1.0,oxy-sulfide,oxy-sulfide,matched
./Heat 1 images/imgs/12655.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12655_phase_mask.png,1,12655,128,128,16384,441,0.02691650390625,36,63,31,31,1.0,0.4588969823100936,36.42403628117914,38.72379386595318,0,138,236,0.014404296875,0.5351473922902494,4.864406779661017,8.649890029904748,0,29,1,236,122,0.0074462890625,0.2766439909297052,54.54918032786885,13.067982685146362,31,76,5,79,83,0.00506591796875,0.1882086167800453,99.51807228915662,14.417493930072936,78,138,10,25,16,1-12655,0.0,non-inc,non-inc,matched
./Heat 1 images/imgs/12656.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12656_phase_mask.png,1,12656,128,128,16384,395,0.02410888671875,45,62,22,23,0.9565217391304348,0.7806324110671937,27.39240506329114,33.77258933540931,0,111,238,0.0145263671875,0.6025316455696202,3.273109243697479,6.253485716775449,0,24,2,237,94,0.0057373046875,0.2379746835443038,46.51063829787234,11.577440169103513,27,67,6,37,63,0.00384521484375,0.1594936708860759,89.98412698412699,11.950283337933492,70,111,15,11,23,1-12656,1.0,sulfide,CaS,matched
./Heat 1 images/imgs/12662.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12662_phase_mask.png,1,12662,128,128,16384,424,0.02587890625,54,70,23,23,1.0,0.8015122873345936,28.42924528301887,36.68278982359061,0,125,265,0.01617431640625,0.625,3.630188679245283,6.202786498160212,0,24,2,264,80,0.0048828125,0.1886792452830188,45.3,13.288528887728694,26,69,9,36,79,0.00482177734375,0.1863207547169811,94.53164556962024,13.91096047520564,71,125,6,21,17,1-12662,1.0,oxy-sulfide,oxy-sulfide,matched
./Heat 1 images/imgs/12664.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12664_phase_mask.png,1,12664,128,128,16384,277,0.01690673828125,73,73,18,19,0.9473684210526316,0.8099415204678363,23.67509025270758,36.27953835111734,0,141,187,0.01141357421875,0.6750902527075813,1.106951871657754,3.8151548090392087,0,23,1,187,51,0.00311279296875,0.1841155234657039,49.66666666666666,14.06241920819203,27,73,9,19,39,0.00238037109375,0.1407942238267148,97.8974358974359,13.62086422160234,75,141,11,9,21,1-12664,1.0,oxide,CA,matched
./Heat 1 images/imgs/12667.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12667_phase_mask.png,1,12667,128,128,16384,314,0.0191650390625,48,68,21,23,0.9130434782608696,0.650103519668737,37.63057324840764,49.531407603275646,0,218,190,0.0115966796875,0.6050955414012739,2.8210526315789477,7.4033832200213086,0,31,3,188,73,0.00445556640625,0.232484076433121,65.10958904109589,19.370618651824223,36,93,14,17,51,0.00311279296875,0.1624203821656051,127.98039215686276,24.609491390780097,98,218,15,10,32,1-12667,0.0,non-inc,non-inc,matched
./Heat 1 images/imgs/12674.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12674_phase_mask.png,1,12674,128,128,16384,621,0.03790283203125,99,12,29,28,1.0357142857142858,0.7647783251231527,52.109500805152976,50.670997684603165,0,221,305,0.01861572265625,0.4911433172302737,9.481967213114752,13.126140958329731,0,37,4,300,195,0.01190185546875,0.3140096618357488,67.97435897435898,17.72798335456843,42,99,21,46,121,0.00738525390625,0.1948470209339774,133.9917355371901,23.36328116736316,103,221,16,60,41,1-12674,0.0,non-inc,non-inc,matched
./Heat 1 images/imgs/12679.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12679_phase_mask.png,1,12679,128,128,16384,295,0.01800537109375,62,66,20,19,1.0526315789473684,0.7763157894736842,45.13220338983051,60.83709406101792,0,182,186,0.0113525390625,0.6305084745762712,2.456989247311828,7.733517301984876,0,37,1,186,46,0.0028076171875,0.1559322033898305,79.43478260869566,20.04630744910507,44,110,12,9,63,0.00384521484375,0.2135593220338983,146.0793650793651,20.84508361000231,113,182,8,19,21,1-12679,0.0,non-inc,non-inc,matched
./Heat 1 images/imgs/12685.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12685_phase_mask.png,1,12685,128,128,16384,14547,0.88787841796875,0,0,128,128,1.0,0.88787841796875,219.77500515570225,16.078442036922656,95,255,2606,0.1590576171875,0.1791434660067367,195.89332310053723,12.759754576263942,95,206,1007,239,7144,0.43603515625,0.491097820856534,217.32824748040315,5.538287526987615,208,226,98,6850,4797,0.29278564453125,0.3297587131367292,236.3927454659162,7.411152112823115,228,255,564,491,1669,1-12685,1.0,sulfide,CaS,matched
./Heat 1 images/imgs/12687.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12687_phase_mask.png,1,12687,128,128,16384,286,0.0174560546875,49,75,20,17,1.1764705882352942,0.8411764705882353,25.506993006993007,37.32691926943348,0,115,193,0.01177978515625,0.6748251748251748,1.7409326424870466,5.428311234697947,0,28,1,193,54,0.0032958984375,0.1888111888111888,56.629629629629626,13.859475026528742,31,77,9,24,39,0.00238037109375,0.1363636363636363,100.02564102564102,10.788139687750594,79,115,12,8,22,1-12687,0.0,non-inc,non-inc,matched
./Heat 1 images/imgs/12688.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12688_phase_mask.png,1,12688,128,128,16384,166,0.0101318359375,109,40,19,14,1.3571428571428572,0.6240601503759399,42.66265060240964,41.00081606840907,0,170,76,0.004638671875,0.4578313253012048,5.881578947368421,9.090143744539956,0,26,2,75,56,0.00341796875,0.3373493975903614,53.92857142857143,15.611187772667057,32,78,9,22,34,0.0020751953125,0.2048192771084337,106.32352941176472,18.321829776711223,85,170,14,10,25,1-12688,0.0,non-inc,non-inc,matched
./Heat 1 images/imgs/12691.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12691_phase_mask.png,1,12691,128,128,16384,332,0.020263671875,67,76,23,20,1.15,0.7217391304347827,27.063253012048197,36.95616386002798,0,125,219,0.01336669921875,0.6596385542168675,3.328767123287671,7.058247149109655,0,27,1,219,63,0.00384521484375,0.1897590361445783,52.92063492063492,12.014939889539887,30,75,5,30,50,0.0030517578125,0.1506024096385542,98.44,16.25073536797643,77,125,12,18,18,1-12691,1.0,other,other,matched
./Heat 1 images/imgs/12693.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12693_phase_mask.png,1,12693,128,128,16384,338,0.0206298828125,51,68,24,19,1.263157894736842,0.7412280701754386,26.825443786982248,36.23602367513993,0,122,223,0.01361083984375,0.6597633136094675,3.7309417040358746,7.567886039918512,0,28,1,223,71,0.00433349609375,0.2100591715976331,53.52112676056338,13.99885222149098,30,77,5,24,44,0.002685546875,0.1301775147928994,100.79545454545456,12.467374779170532,79,122,8,15,14,1-12693,1.0,oxy-sulfide,oxy-sulfide,matched
./Heat 1 images/imgs/12696.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12696_phase_mask.png,1,12696,128,128,16384,14180,0.865478515625,0,0,128,128,1.0,0.865478515625,198.9157263751763,24.11899902054511,93,255,3882,0.2369384765625,0.2737658674188998,169.36269963936115,12.548897857228903,93,183,843,264,6652,0.406005859375,0.4691114245416079,199.61380036079373,8.447895313421578,186,213,103,6370,3646,0.2225341796875,0.2571227080394922,229.1080636313769,11.053991851612846,216,255,793,73,1739,1-12696,0.0,non-inc,non-inc,matched
./Heat 1 images/imgs/12699.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12699_phase_mask.png,1,12699,128,128,16384,412,0.025146484375,55,74,22,25,0.88,0.7490909090909091,38.182038834951456,43.89825358357451,0,196,215,0.01312255859375,0.5218446601941747,3.1906976744186046,6.808059995960615,0,24,6,210,117,0.00714111328125,0.2839805825242718,51.7948717948718,14.626131900993949,29,78,13,59,80,0.0048828125,0.1941747572815534,112.3125,20.73679926483352,83,196,14,25,33,1-12699,0.0,non-inc,non-inc,matched
./Heat 1 images/imgs/12701.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12701_phase_mask.png,1,12701,128,128,16384,646,0.0394287109375,50,83,30,28,1.0714285714285714,0.7690476190476191,26.36377708978328,32.71950196203802,0,123,436,0.026611328125,0.6749226006191951,7.155963302752293,8.026817793407394,0,25,1,436,123,0.00750732421875,0.1904024767801857,45.21951219512195,12.856010953955558,27,70,10,76,87,0.00531005859375,0.1346749226006192,95.96551724137932,14.024976305314931,73,123,11,16,22,1-12701,1.0,oxy-sulfide,oxy-sulfide,matched
./Heat 1 images/imgs/12702.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12702_phase_mask.png,1,12702,128,128,16384,283,0.01727294921875,50,72,22,21,1.0476190476190477,0.6125541125541125,25.07773851590106,37.41262091959034,0,118,191,0.01165771484375,0.6749116607773852,1.3403141361256543,4.413733672016981,0,26,1,191,55,0.00335693359375,0.1943462897526501,55.72727272727273,13.331377266985989,30,77,10,17,37,0.00225830078125,0.1307420494699646,102.05405405405403,10.518827254399085,81,118,15,6,26,1-12702,1.0,other,other,matched
./Heat 1 images/imgs/12706.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12706_phase_mask.png,1,12706,128,128,16384,256,0.015625,52,29,19,17,1.1176470588235294,0.7925696594427245,18.94140625,32.84100672973441,0,113,189,0.01153564453125,0.73828125,1.343915343915344,4.301252126447276,0,21,1,189,33,0.00201416015625,0.12890625,45.06060606060606,12.97302421212757,24,67,8,13,34,0.0020751953125,0.1328125,91.41176470588236,14.79888240426367,69,113,9,13,18,1-12706,0.0,non-inc,non-inc,matched
./Heat 1 images/imgs/12709.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12709_phase_mask.png,1,12709,128,128,16384,622,0.0379638671875,51,70,29,27,1.0740740740740742,0.7943805874840357,27.19614147909968,31.265281041702465,0,121,368,0.0224609375,0.5916398713826366,6.402173913043479,7.444811123554877,0,22,3,366,169,0.01031494140625,0.2717041800643087,40.01183431952663,12.63365851226408,24,65,17,39,85,0.00518798828125,0.1366559485530546,91.74117647058824,15.206154281332331,67,121,12,40,32,1-12709,1.0,oxy-sulfide,oxy-sulfide,matched
./Heat 1 images/imgs/12717.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12717_phase_mask.png,1,12717,128,128,16384,771,0.04705810546875,39,65,31,31,1.0,0.8022892819979188,41.86381322957198,36.105169560426745,0,133,312,0.01904296875,0.4046692607003891,7.211538461538462,9.35209397598742,0,27,3,310,317,0.01934814453125,0.411154345006485,49.34069400630915,11.803224315847617,29,74,8,279,142,0.0086669921875,0.1841763942931258,101.30985915492958,16.66622759456032,76,133,6,91,17,1-12717,1.0,oxy-sulfide,oxy-sulfide,matched
./Heat 1 images/imgs/12718.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12718_phase_mask.png,1,12718,128,128,16384,853,0.05206298828125,50,62,35,32,1.09375,0.7616071428571428,40.83235638921454,33.03351928278199,0,132,289,0.01763916015625,0.3388042203985932,5.235294117647059,7.8985785589937105,0,25,7,276,421,0.02569580078125,0.4935521688159437,46.418052256532064,11.00727710087361,27,71,5,407,143,0.00872802734375,0.167643610785463,96.32867132867132,17.13940220733624,73,132,12,45,24,1-12718,1.0,oxy-sulfide,oxy-sulfide,matched
./Heat 1 images/imgs/12724.TIF,outputs_phase_segmentation_preview/phase_masks/Heat_1_images_imgs_12724_phase_mask.png,1,12724,128,128,16384,272,0.0166015625,61,72,18,19,0.9473684210526316,0.7953216374269005,21.62867647058824,34.61519006942454,0,122,186,0.0113525390625,0.6838235294117647,0.7096774193548387,2.6844059640472966,0,17,1,186,41,0.00250244140625,0.150735294117647,41.26829268292683,12.519300982286047,21,63,11,8,45,0.00274658203125,0.1654411764705882,90.2,14.41234039132977,67,122,10,11,22,1-12724,1.0,oxy-sulfide,oxy-sulfide,matched
